run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,QA_block.thisRepN,QA_block.thisTrialN,QA_block.thisN,QA_block.thisIndex,QA_trial.thisRepN,QA_trial.thisTrialN,QA_trial.thisN,QA_trial.thisIndex,fade_in_text.text,fade_in_text.started,fade_in_text.stopped,RS_intro_title.started,RS_intro_title.stopped,RS_intro_text.text,RS_intro_text.started,RS_intro_text.stopped,RS_intro_audio.started,RS_intro_audio.stopped,RS_rec_text.text,RS_rec_text.started,RS_rec_text.stopped,Pause_cont.started,Pause_cont.stopped,QA_intro_title.started,QA_intro_title.stopped,QA_intro_text.text,QA_intro_text.started,QA_intro_text.stopped,QA_intro_audio.started,QA_intro_audio.stopped,QA_intro_cont.started,QA_intro_cont.stopped,QA_rec_text.text,QA_rec_text.started,QA_rec_text.stopped,QA_rec_beep_hint.started,QA_rec_beep_hint.stopped,QA_rec_question.sen_text,QA_rec_question.cen_text,QA_rec_question.started,QA_rec_question.stopped,QA_rec_beep_start.started,QA_rec_beep_start.stopped,QA_rec_beep_end.started,QA_rec_beep_end.stopped,QA_rec_break.started,QA_rec_break.stopped,filename,fade_out_text.text,fade_out_text.started,fade_out_text.stopped,participant,session,First language,German level,Full_screen,Instruction,Intro,Artifact,Cali_pre,Fade_in_out,Artifact_within,Resting_State,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
3,0,3,0,1,0,1,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1364.9737629890442,None,1364.9556325912474,1366.9729738235474,"Er kann sie nicht hören, weil sie zu leise spricht.",hören,1366.3562686920166,1369.273108959198,1369.656436729431,None,1381.5571048736572,None,1382.9738128185272,None,./data/Subject_09/Session_01/Exp_data/2020_Aug_06_1856/rec_QA_run_03_block_001_trial_014.wav,,,,09,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Aug_06_1856,nibs_stage_1,3.2.3,60.026934311479145,
3,0,3,0,1,0,1,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1386.0412979125977,None,1386.0067516326903,1388.0410549640656,"Wie lange benötigt die Erde, um die Sonne zu umrunden?",benötigt,1387.3906927585601,None,1391.3242516994476,None,1402.5915077209472,1403.6082220077515,1404.0083558559418,None,./data/Subject_09/Session_01/Exp_data/2020_Aug_06_1856/rec_QA_run_03_block_001_trial_015.wav,,,,09,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Aug_06_1856,nibs_stage_1,3.2.3,60.026934311479145,
3,0,3,0,1,0,1,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1407.0753200054169,None,1407.057828569412,1409.075169801712,Er hat Kartoffeln mit der Schale gekocht.,gekocht,1408.4584737300872,1410.8752949237823,1411.2586188793182,None,1423.6592808246612,1424.6760168075562,1425.076022863388,None,./data/Subject_09/Session_01/Exp_data/2020_Aug_06_1856/rec_QA_run_03_block_001_trial_016.wav,,,,09,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Aug_06_1856,nibs_stage_1,3.2.3,60.026934311479145,
3,0,3,0,1,0,1,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1428.1431670188904,None,1428.1255945205687,1430.1429209709167,"Finden Sie nicht, er hat sich nach dem Tod seines Kindes völlig verändert?",verändert,1429.5262558937072,None,1434.0264938354492,None,1444.7270749092102,1445.743796825409,1446.1437849998474,None,./data/Subject_09/Session_01/Exp_data/2020_Aug_06_1856/rec_QA_run_03_block_001_trial_017.wav,,,,09,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Aug_06_1856,nibs_stage_1,3.2.3,60.026934311479145,
3,0,3,0,1,0,1,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1449.1782648563385,None,1449.1600367069243,1451.1773898601532,Ich bekomme ein Gehalt und Nebenleistungen.,bekomme,1450.5606496810913,None,1453.594225692749,1454.6108918190002,1465.7614057540893,None,1467.178219795227,None,./data/Subject_09/Session_01/Exp_data/2020_Aug_06_1856/rec_QA_run_03_block_001_trial_018.wav,,,,09,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Aug_06_1856,nibs_stage_1,3.2.3,60.026934311479145,
3,0,3,0,1,0,1,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1470.247116804123,None,1470.2277735710143,1472.245157957077,"Bevor es Autos gab, sind die Leute mit der Eisenbahn gefahren.",gefahren,1471.628566789627,None,1475.8620038509368,None,1486.829257774353,None,1488.2459738254547,None,./data/Subject_09/Session_01/Exp_data/2020_Aug_06_1856/rec_QA_run_03_block_001_trial_019.wav,,,,09,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Aug_06_1856,nibs_stage_1,3.2.3,60.026934311479145,
3,0,3,0,1,0,1,0,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1491.3134818077087,None,1491.2955686092375,1493.3128778934479,Rauchen schadet deiner Lunge.,schadet,1492.6962109088897,1494.6129817962646,1494.996234703064,1496.0131018161774,1507.8969936847686,None,1509.3137249946594,None,./data/Subject_09/Session_01/Exp_data/2020_Aug_06_1856/rec_QA_run_03_block_001_trial_020.wav,,,,09,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Aug_06_1856,nibs_stage_1,3.2.3,60.026934311479145,
3,0,3,0,1,0,1,0,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1512.364040851593,None,1512.3299557209014,1514.3640007972717,Ich möchte einen Tisch für das Abendessen reservieren.,reservieren,1513.7473237991333,1516.8975899219513,1517.2474737644195,1518.2642359733582,1528.9481227874755,1529.9649629592896,1530.364837884903,None,./data/Subject_09/Session_01/Exp_data/2020_Aug_06_1856/rec_QA_run_03_block_001_trial_021.wav,,,,09,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Aug_06_1856,nibs_stage_1,3.2.3,60.026934311479145,
3,0,3,0,1,0,1,0,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1533.3990919589996,None,1533.3645976543426,1535.3984549045563,"Ihm ist jedes Mittel recht, um sein Ziel zu erreichen.",erreichen,1534.7817757606506,1538.0652840137482,1538.448601770401,None,1549.9825878620147,None,1551.3993849754333,None,./data/Subject_09/Session_01/Exp_data/2020_Aug_06_1856/rec_QA_run_03_block_001_trial_022.wav,,,,09,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Aug_06_1856,nibs_stage_1,3.2.3,60.026934311479145,
3,0,3,0,1,0,1,0,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1554.4328508377075,None,1554.415554666519,1556.4329149723053,Wie feiern die Deutschen Weihnachten?,feiern,1555.8161817073822,None,1558.382977771759,None,1571.0169086933136,None,1572.43372797966,None,./data/Subject_09/Session_01/Exp_data/2020_Aug_06_1856/rec_QA_run_03_block_001_trial_023.wav,,,,09,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Aug_06_1856,nibs_stage_1,3.2.3,60.026934311479145,
3,0,3,0,1,0,1,0,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1575.4687039852142,None,1575.4499806404112,1577.4673240184784,Sam hat gerade das Abitur bestanden und wird sich für die Universität Wien bewerben. ,bewerben,1576.8506217479705,1582.001179933548,1582.3842547416687,1583.4009528160095,1592.0513327598571,None,1593.4681718349457,None,./data/Subject_09/Session_01/Exp_data/2020_Aug_06_1856/rec_QA_run_03_block_001_trial_024.wav,,,,09,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Aug_06_1856,nibs_stage_1,3.2.3,60.026934311479145,
3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,1597.518306016922,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Aug_06_1856,nibs_stage_1,3.2.3,60.026934311479145,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Please remain seated until further instruction via the earphone.,56.737720012664795,None,09,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Aug_06_1856,nibs_stage_1,3.2.3,60.026934311479145,
