run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,QA_block.thisRepN,QA_block.thisTrialN,QA_block.thisN,QA_block.thisIndex,QA_trial.thisRepN,QA_trial.thisTrialN,QA_trial.thisN,QA_trial.thisIndex,RS_intro_title.started,RS_intro_title.stopped,RS_intro_text.text,RS_intro_text.started,RS_intro_text.stopped,RS_intro_audio.started,RS_intro_audio.stopped,RS_rec_text.text,RS_rec_text.started,RS_rec_text.stopped,Pause_cont.started,Pause_cont.stopped,QA_intro_title.started,QA_intro_title.stopped,QA_intro_text.text,QA_intro_text.started,QA_intro_text.stopped,QA_intro_audio.started,QA_intro_audio.stopped,QA_intro_cont.started,QA_intro_cont.stopped,QA_rec_text.text,QA_rec_text.started,QA_rec_text.stopped,QA_rec_beep_hint.started,QA_rec_beep_hint.stopped,QA_rec_question.sen_text,QA_rec_question.cen_text,QA_rec_question.started,QA_rec_question.stopped,QA_rec_beep_start.started,QA_rec_beep_start.stopped,QA_rec_beep_end.started,QA_rec_beep_end.stopped,QA_rec_break.started,QA_rec_break.stopped,filename,participant,session,First language,German level,Full_screen,Instruction,Intro,Artifact,Cali_pre,Fade_in_out,Artifact_within,Resting_State,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
1,0,1,0,1,0,1,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1350.778039932251,None,1350.7444361686707,1352.7771570682526,Diese Telefinnummer ist leicht zu merken.,merken,1352.160574746132,None,1355.1273847341538,None,1367.3613465547562,1368.3781299591064,1368.778090953827,None,./data/Subject_04/Session_00/Exp_data/2020_Jul_04_1554/rec_QA_run_01_block_001_trial_014.wav,04,00,Norwegian,B1,True,False,True,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_04_1554,nibs_stage_1,3.2.3,59.95777243143023,
1,0,1,0,1,0,1,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1371.8117940425873,None,1371.795440888405,1373.8116750717163,"Ein Bauer hält auf seinem Tiere wie Kühe, Hühner oder Schweine.",hält,1373.1950536489487,1377.3451919555664,1377.7285867452622,None,1388.39577562809,None,1389.8124549388885,None,./data/Subject_04/Session_00/Exp_data/2020_Jul_04_1554/rec_QA_run_01_block_001_trial_015.wav,04,00,Norwegian,B1,True,False,True,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_04_1554,nibs_stage_1,3.2.3,59.95777243143023,
1,0,1,0,1,0,1,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1392.8800060749054,None,1392.8466092586518,1394.8794498443604,Während einer Trocken-Zeit regnet es sehr selten.,regnet,1394.2626677274704,None,1397.5296436071396,None,1409.463544678688,None,1410.8804500102997,None,./data/Subject_04/Session_00/Exp_data/2020_Jul_04_1554/rec_QA_run_01_block_001_trial_016.wav,04,00,Norwegian,B1,True,False,True,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_04_1554,nibs_stage_1,3.2.3,59.95777243143023,
1,0,1,0,1,0,1,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1413.9138588905334,None,1413.8810643196107,1415.9139239788055,"Wie lange benötigt die Erde, um die Sonne zu umrunden?",benötigt,1415.297192645073,None,1419.230712723732,None,1430.497978758812,None,1431.9147069454193,None,./data/Subject_04/Session_00/Exp_data/2020_Jul_04_1554/rec_QA_run_01_block_001_trial_017.wav,04,00,Norwegian,B1,True,False,True,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_04_1554,nibs_stage_1,3.2.3,59.95777243143023,
1,0,1,0,1,0,1,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1434.9488260746002,None,1434.9155022144319,1436.9483029842377,Die Oper endet mit dem Tod des Helden.,endet,1436.3315885782242,1438.6817288398743,1439.065204691887,None,1451.5324595689774,None,1452.9491648674011,None,./data/Subject_04/Session_00/Exp_data/2020_Jul_04_1554/rec_QA_run_01_block_001_trial_018.wav,04,00,Norwegian,B1,True,False,True,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_04_1554,nibs_stage_1,3.2.3,59.95777243143023,
1,0,1,0,1,0,1,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1455.9670329093933,None,1455.9499472618104,1457.9660558700562,Der Flug nach New York wird mehrere Stunden dauern.,dauern,1457.3494287252427,1460.4327778816223,1460.8162246465683,None,1472.5501807451249,None,1473.9669089317322,None,./data/Subject_04/Session_00/Exp_data/2020_Jul_04_1554/rec_QA_run_01_block_001_trial_019.wav,04,00,Norwegian,B1,True,False,True,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_04_1554,nibs_stage_1,3.2.3,59.95777243143023,
1,0,1,0,1,0,1,0,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1477.035234928131,None,1477.017734026909,1479.0338349342346,Sie holte ihre Einkäufe aus dem Korb.,holte,1478.4171496152878,1480.9339439868927,1481.317216706276,None,1493.6012945890427,None,1495.0182988643646,None,./data/Subject_04/Session_00/Exp_data/2020_Jul_04_1554/rec_QA_run_01_block_001_trial_020.wav,04,00,Norwegian,B1,True,False,True,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_04_1554,nibs_stage_1,3.2.3,59.95777243143023,
1,0,1,0,1,0,1,0,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1498.10218501091,None,1498.0687749147417,1500.1015980243683,"Er bekam eine neue Mutter, als sein Vater wieder heiratete.",heiratete,1499.4515765428544,None,1503.6851237535477,None,1514.652436566353,None,1516.0691030025482,None,./data/Subject_04/Session_00/Exp_data/2020_Jul_04_1554/rec_QA_run_01_block_001_trial_021.wav,04,00,Norwegian,B1,True,False,True,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_04_1554,nibs_stage_1,3.2.3,59.95777243143023,
1,0,1,0,1,0,1,0,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1519.1360189914703,None,1519.1035143375398,1521.1361248493195,Morgen ändert sich das Wetter ganz bestimmt.,bestimmt,1520.486009669304,None,1523.352817606926,1524.3695430755615,1535.6867757558823,None,1537.1035289764404,None,./data/Subject_04/Session_00/Exp_data/2020_Jul_04_1554/rec_QA_run_01_block_001_trial_022.wav,04,00,Norwegian,B1,True,False,True,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_04_1554,nibs_stage_1,3.2.3,59.95777243143023,
1,0,1,0,1,0,1,0,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1540.1709010601044,None,1540.1376501560212,1542.170490026474,Am Strand spielt ständig laute Musik.,spielt,1541.5537746667862,1544.1372299194336,1544.5205946683884,1545.5372369289398,1556.754579615593,None,1558.1712160110474,None,./data/Subject_04/Session_00/Exp_data/2020_Jul_04_1554/rec_QA_run_01_block_001_trial_023.wav,04,00,Norwegian,B1,True,False,True,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_04_1554,nibs_stage_1,3.2.3,59.95777243143023,
1,0,1,0,1,0,1,0,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1561.1884808540344,None,1561.172349357605,1563.1882359981537,Das laute Auto meines Nachbarn stört mich jeden Tag.,stört,1562.5717106580735,None,1566.4384127378464,None,1577.7723396539689,None,1579.1891009807587,None,./data/Subject_04/Session_00/Exp_data/2020_Jul_04_1554/rec_QA_run_01_block_001_trial_024.wav,04,00,Norwegian,B1,True,False,True,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_04_1554,nibs_stage_1,3.2.3,59.95777243143023,
